"","artist","song","viewcount","year"
"487","Chance the Rapper","Pusha Man/Paranoia (Ft. Lili K. & Nate Fox)             ",1200000,2014
"488","Chance the Rapper","Cocoa Butter Kisses (Ft. Twista & Vic Mensa)             ",2200000,2014
"489","Chance the Rapper","Juice             ",1200000,2014
"490","Chance the Rapper","Favorite Song (Ft. Childish Gambino)             ",1500000,2014
"491","Chance the Rapper","14,400 Minutes             ",206200,2014
"492","Chance the Rapper","Missing You             ",108200,2014
"493","Chance the Rapper","Nostalgia             ",232600,2014
"494","Chance the Rapper","Windows (Ft. Akenya & Alex Wiley)             ",126300,2014
"495","Chance the Rapper","Brain Cells             ",341100,2014
"496","Chance the Rapper","Long Time             ",131300,2014
"497","Chance the Rapper","22 Offs             ",97000,2014
"498","Chance the Rapper","U Got Me Fucked Up             ",112100,2014
"499","Chance the Rapper","Family (Ft. Sulaiman & Vic Mensa)             ",273600,2014
"500","Chance the Rapper","Juke Juke             ",91000,2014
"501","Chance the Rapper","Fuck You Tahm Bout             ",101700,2014
"502","Chance the Rapper","Long Time Part 2             ",87800,2014
"503","Chance the Rapper","Prom Night             ",282300,2014
"504","Chance the Rapper","Hey Ma             ",217100,2014
"505","Chance the Rapper","10 Day Outfit (10 Day Listening Party)             ",5400,2014
"506","Chance the Rapper","10 Day [Tracklist + Cover Art]             ",18900,2014
"507","Dave East","Found A Way (Ft. D'anna Stewart)             ",14400,2016
"508","Dave East","My Dirty Little Secret             ",33200,2016
"509","Dave East","Wanna Be Me             ",13500,2016
"510","Dave East","Have You Ever             ",9200,2016
"511","Dave East","Maneuver (Ft. French Montana)             ",15700,2016
"512","Dave East","Type of Time             ",55500,2016
"513","Dave East","Again             ",22300,2016
"514","Dave East","Can't Ignore (Ft. 2 Chainz)             ",17900,2016
"515","Dave East","From The Heart (Ft. Sevyn Streeter)             ",10300,2016
"516","Dave East","30 Niggaz             ",31800,2016
"517","Dave East","Keisha             ",41100,2016
"518","Dave East","Eyes On Me (Ft. Fabolous)             ",23200,2016
"519","Dave East","S.D.E. (Ft. Cam'ron)             ",8900,2016
"520","Dave East","Don Pablo             ",19800,2016
"521","Dave East","The Only Thing (Ft. Abir Haronni)             ",15800,2016
"522","Dave East","The Real Is Back (Ft. Beanie Sigel)             ",17300,2016
"523","Dave East","Slow Down (Ft. Jazzy Amra)             ",15600,2016
"524","Dave East","It Was Written             ",35100,2016
"525","Dave East","Bad Boy On Death Row (Ft. The Game)             ",15600,2016
"526","Dave East","Kairi Chanel [Tracklist + Album Art]             ",5600,2016
"527","Dave East","I Found Keisha             ",19100,2016
"528","Dave East","Never Been (Ft. Matt Patterson)             ",7900,2016
"529","Dave East","Grateful (Ft. Marsha Ambrosius)             ",10400,2016
"530","Dave East","Legendary             ",19300,2016
"531","Dave East","Enough             ",18100,2016
"532","Dave East","Bentley Truck (Ft. Chris Brown & Kap G)             ",15200,2016
"533","Dave East","We Never Argue (Ft. Piif Jones)             ",31900,2016
"534","Dave East","How U A Gangsta?             ",14100,2016
"535","Dave East","Checc (Ft. Offset)             ",22700,2016
"536","Dave East","Devil On Me             ",10700,2016
"537","Dave East","Don't Shoot             ",17900,2016
"538","Dave East","Cut Throat             ",6700,2016
"539","Dave East","Militant (Ft. Don Q)             ",10700,2016
"540","Dave East","Made It Worse             ",5000,2016
"541","Dave East","Feeling A Way (Ft. D.JONES)             ",6800,2016
"542","Dave East","Paranoia (Ft. Jeezy)             ",26700,2016
"543","Dave East","The Hated (Ft. Nas)             ",22000,2016
"544","Dave East","Phone Jumpin (Ft. Wiz Khalifa)             ",50900,2016
"545","Dave East","Perfect (Ft. Chris Brown)             ",102100,2016
"546","Dave East","NOBU             ",17300,2016
"547","Dave East","Nothing Personal             ",5900,2016
"548","Dave East","Traumatized (Ft. Kiing Shooter)             ",7300,2016
"549","Dave East","Russia             ",15300,2016
"550","Dave East","Highly Anticipated (Ft. Lil Durk)             ",6900,2016
"551","Dave East","Scale And A Razor             ",6300,2016
"552","Dave East","No Stylist (Ft. BlocBoy JB)             ",7300,2016
"553","Dave East","Levelin' Up (Ft. Fabolous)             ",31300,2016
"554","Dave East","Day Dreaming (Ft. Floyd Miles)             ",7100,2016
"555","Dave East","I Don't Understand It             ",14800,2016
"556","Dave East","Us (Ft. Gunna)             ",12800,2016
"557","Dave East","Talk To Big             ",15500,2016
"558","Dave East","Prosper             ",13200,2016
"559","Dave East","Woke Up (Ft. Tory Lanez)             ",16500,2016
"560","Dave East","Powder             ",11300,2016
"561","Dave East","Corey             ",22300,2016
"562","Dave East","Thank You             ",7000,2016
"563","Dave East","I Can Not             ",9600,2016
"564","Dave East","Annoying (Ft. T.I.)             ",17800,2016
"565","Dave East","What Made Me             ",11700,2016
"566","Dave East","Violent (Ft. Lloyd Banks)             ",12100,2016
"567","Dave East","Hate Being Broke             ",8200,2016
"568","Dave East","Salty (Ft. Moneybagg Yo)             ",10400,2016
"569","Dave East","Fast Life Interlude             ",5700,2016
"570","DeJ Loaf","No Fear             ",86300,2015
"571","DeJ Loaf","Big Ole Boss             ",5400,2015
"572","DeJ Loaf","Changes             ",18900,2015
"573","DeJ Loaf","Vibes             ",6300,2015
"574","DeJ Loaf","Who Am I             ",19100,2015
"575","DeJ Loaf","Chase Mine             ",7700,2015
"576","DeJ Loaf","I'm Gon' Win             ",8000,2015
"577","DeJ Loaf","Bitch Please             ",11300,2015
"578","DeJ Loaf","Make Money             ",5500,2015
"579","DeJ Loaf","Die 4 It             ",5900,2015
"580","DeJ Loaf","Goals             ",36400,2015
"581","DeJ Loaf","Desire             ",140100,2015
"582","DeJ Loaf","Been On My Grind             ",69100,2015
"583","DeJ Loaf","Back Up (Ft. Big Sean)             ",773500,2015
"584","DeJ Loaf","Hey There (Ft. Future)             ",585800,2015
"585","DeJ Loaf","Butterflies             ",40900,2015
"586","DeJ Loaf","We Winnin'             ",52000,2015
"587","DeJ Loaf","Bird Call             ",24500,2015
"588","DeJ Loaf","Problem (Ft. GT & Oba Rowland)             ",19900,2015
"589","DeJ Loaf","I Don't Know             ",42600,2015
"590","DeJ Loaf","Blood (Ft. Birdman & Young Thug)             ",150300,2015
"591","DeJ Loaf","On My Own             ",45800,2015
"592","DeJ Loaf","We Be On It             ",144400,2015
"593","DeJ Loaf","Me U & Hennessy             ",386500,2015
"594","DeJ Loaf","I Got It             ",87600,2015
"595","DeJ Loaf","Ayo             ",16700,2015
"596","DeJ Loaf","Grinding             ",38800,2015
"597","DeJ Loaf","Never             ",27100,2015
"598","DeJ Loaf","Easy Love             ",212500,2015
"599","DeJ Loaf","Try Me (Remix) (Ft. Remy Ma & Ty Dolla $ign)             ",31300,2015
"600","Denzel Curry","SUMO | ZUMO             ",150800,2016
"601","Denzel Curry","SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN             ",69800,2016
"602","Denzel Curry","SWITCH IT UP | ZWITCH 1T UP             ",82100,2016
"603","Denzel Curry","MAD I GOT IT | MAD 1 GOT 1T             ",56400,2016
"604","Denzel Curry","SIRENS | Z1RENZ (Ft. Billie Eilish & J.I.D)             ",109200,2016
"605","Denzel Curry","CLOUT COBAIN | CLOUT CO13A1N             ",4e+05,2016
"606","Denzel Curry","THE BLACKEST BALLOON | THE 13LACKEZT 13ALLOON             ",40100,2016
"607","Denzel Curry","PERCS | PERCZ             ",92300,2016
"608","Denzel Curry","VENGEANCE | VENGEANCE (Ft. JPEGMAFIA & ZillaKami)             ",150100,2016
"609","Denzel Curry","BLACK METAL TERRORIST | 13 M T             ",72300,2016
"610","Denzel Curry","TABOO | TA13OO             ",85000,2016
"611","Denzel Curry","BLACK BALLOONS | 13LACK 13ALLOONZ (Ft. GoldLink & Twelve'Len)             ",109000,2016
"612","Denzel Curry","CASH MANIAC | CAZH MAN1AC (Ft. Nyyjerya)             ",48500,2016
"613","Denzel Curry","Bloodshed             ",36900,2016
"614","Denzel Curry","Hate Government             ",40000,2016
"615","Denzel Curry","Equalizer (Ft. Ronny J)             ",34500,2016
"616","Denzel Curry","Heartless             ",25500,2016
"617","Denzel Curry","Zeltron 6 Billion (Ft. Lil Ugly Mane)             ",27100,2016
"618","Desiigner","Overseas (Ft. Lil Pump)             ",8800,2016
"619","Desiigner","Shoot             ",9300,2016
"620","Desiigner","Pop iiT             ",5100,2016
"621","Desiigner","Destiination             ",8000,2016
"622","Desiigner","LA to NY             ",6000,2016
"623","Desiigner","Hood             ",8100,2016
"624","Desiigner","Intro             ",11700,2016
"625","Desiigner","Caliber             ",71800,2016
"626","Desiigner","Make It Out             ",58600,2016
"627","Desiigner","Shooters             ",24900,2016
"628","Desiigner","Monstas & Villains             ",35500,2016
"629","Desiigner","Interlude 1             ",7500,2016
"630","Desiigner","Talk Regardless             ",21600,2016
"631","Desiigner","Priice Tag             ",29200,2016
"632","Desiigner","Tonka             ",10900,2016
"633","Desiigner","Jet (Ft. Pusha-T)             ",26500,2016
"634","Desiigner","Overnight             ",95700,2016
"635","Desiigner","Zombie Walk (Ft. King Savage)             ",146400,2016
"636","Desiigner","New English [Tracklist + Cover Art]             ",24900,2016
"637","Desiigner","Panda             ",5400000,2016
"638","Desiigner","Interlude 2             ",5300,2016
"639","Desiigner","Da Day (Ft. Mekado)             ",59400,2016
"640","Desiigner","Roll Wit Me             ",26600,2016
"641","Dizzy Wright","Higher Learning (Intro)             ",14500,2013
"642","Dizzy Wright","Flatline             ",9900,2013
"643","Dizzy Wright","East Side             ",8200,2013
"644","Dizzy Wright","Why You Do Me Like That (Ft. Sk8)             ",11500,2013
"645","Dizzy Wright","Floyd ""Money"" Mayweather             ",14400,2013
"646","Dizzy Wright","I Can Tell You Needed It (Ft. Berner)             ",12900,2013
"647","Dizzy Wright","Explain Myself (Ft. Hopsin, Jarren Benton & SwizZz)             ",11800,2013
"648","Dizzy Wright","False Reality             ",9500,2013
"649","Dizzy Wright","The Growing Process Album Art + Tracklist             ",5300,2013
"650","Dizzy Wright","2 Wings and a Crown (Ft. Irv Da Phenom)             ",10000,2013
"651","Dizzy Wright","The Flavor (Ft. SwizZz)             ",30300,2013
"652","Dizzy Wright","Maintain (Ft. Joey Bada$$)             ",37600,2013
"653","Dizzy Wright","Progression             ",7900,2013
"654","Dizzy Wright","The Perspective (Ft. Chellè)             ",32000,2013
"655","Dizzy Wright","God Bless America (Ft. Big K.R.I.T., Chellè & Tech N9ne)             ",26300,2013
"656","Dizzy Wright","Can I Feel This Way             ",8600,2013
"657","Dizzy Wright","Train Your Mind             ",23300,2013
"658","Dizzy Wright","Fashion (Ft. Honey C & Kid Ink)             ",69600,2013
"659","Dizzy Wright","Can't Stop Won't Stop             ",38000,2013
"660","Dizzy Wright","Step Yo Game Up (Ft. Jarren Benton & Tory Lanez)             ",20000,2013
"661","Dizzy Wright","B.T.T             ",9400,2013
"662","Dizzy Wright","Untouchable (Ft. Kirk Knight & Logic)             ",50200,2013
"663","Dizzy Wright","World Peace             ",43000,2013
"664","Dizzy Wright","Your Type (Ft. Chellè)             ",6200,2013
"665","Dizzy Wright","Brodee Bro (Ft. Capo)             ",6700,2013
"666","Dizzy Wright","We Turned out Alright (Ft. Wyclef Jean)             ",7100,2013
"667","Dizzy Wright","New History             ",6600,2013
"668","Dizzy Wright","Kill Em With Kindness             ",73200,2013
"669","Dizzy Wright","Bout That Life (Ft. Hopsin)             ",27300,2013
"670","Dizzy Wright","Still Movin             ",30100,2013
"671","Fetty Wap","Strawberry Kush             ",23400,2015
"672","Fetty Wap","Bruce Wayne             ",5700,2015
"673","Fetty Wap","Could You Believe It             ",6300,2015
"674","Fetty Wap","Love The Way             ",48900,2015
"675","Fetty Wap","Feels Right             ",5400,2015
"676","Fetty Wap","You Don't Know (Ft. Sean Garrett)             ",5000,2015
"677","Fetty Wap","Shit I Like (Ft. Monty)             ",9500,2015
"678","Fetty Wap","Shorty             ",23600,2015
"679","Fetty Wap","Instant Friend (Ft. Monty)             ",14800,2015
"680","Fetty Wap","Don't Love Me (Ft. Monty)             ",6900,2015
"681","Fetty Wap","Hate You             ",11400,2015
"682","Fetty Wap","Island on My Chain             ",8000,2015
"683","Fetty Wap","King Zoo (Ft. 21 Savage)             ",12400,2015
"684","Fetty Wap","Late Night Jawn             ",7100,2015
"685","Fetty Wap","Ferrari Music (Freestyle) (Ft. House Party)             ",9200,2015
"686","Fetty Wap","Candy Lady (Freestyle) (Ft. Cartel Lb)             ",5400,2015
"687","Fetty Wap","Whip My Wrist by Remy Boyz             ",5400,2015
"688","Fetty Wap","So Icy (Freestyle)             ",8400,2015
"689","G Herbo","Street             ",75400,2016
"690","G Herbo","Black             ",30600,2016
"691","G Herbo","Everything (Ft. Lil Uzi Vert)             ",113800,2016
"692","G Herbo","I Like             ",174800,2016
"693","G Herbo","Bi Polar             ",78100,2016
"694","G Herbo","Lil Gangbangin Ass             ",65900,2016
"695","G Herbo","Crown (Ft. Bump J)             ",17700,2016
"696","G Herbo","Mirror (Ft. Lil Bibby)             ",26700,2016
"697","G Herbo","Trials             ",34700,2016
"698","G Herbo","Red Snow             ",36500,2016
"699","G Herbo","No Way Out             ",18100,2016
"700","G Herbo","Sins             ",14900,2016
"701","G Herbo","Done for Me             ",18200,2016
"702","G Herbo","Never Cared             ",106000,2016
"703","G Herbo","4 Nem (Ft. Lil Durk)             ",26600,2016
"704","G Herbo","All Day (Ft. Blac Youngsta)             ",8600,2016
"705","G Herbo","Head Right             ",9700,2016
"706","G Herbo","Man Now             ",70100,2016
"707","G Herbo","Malcolm             ",61400,2016
"708","G Herbo","Control             ",78800,2016
"709","G Herbo","Tired (Ft. Lil Bibby)             ",46100,2016
"710","G Herbo","Havin' Shit             ",51200,2016
"711","G Herbo","Something             ",47900,2016
"712","G Herbo","Eastside Story             ",26700,2016
"713","G Herbo","Jay-Z (Outro)             ",17400,2016
"714","G Herbo","Strictly 4 My Fans [Tracklist + Album Art]             ",7700,2016
"715","G Herbo","This n That (Ft. Jeremih & Lil Yachty)             ",31600,2016
"716","G Herbo","4 Minutes of Hell Part 5             ",43400,2016
"717","G Herbo","Bag             ",7300,2016
"718","G Herbo","Rap God             ",5100,2016
"719","G Herbo","Ride             ",34800,2016
"720","G Herbo","Fuck It Tho             ",8300,2016
"721","G Herbo","Missin Em All             ",8200,2016
"722","G Herbo","Dropout             ",10000,2016
"723","G Herbo","Frfr             ",5500,2016
"724","G Herbo","Do What I Wanna             ",5200,2016
"725","G Herbo","Humble Beast Intro             ",36800,2016
"726","G Herbo","Blackin Out (Ft. Lil Bibby)             ",30400,2016
"727","G Herbo","Dat Nigga             ",37100,2016
"728","G Herbo","Rain 2             ",28500,2016
"729","G Herbo","Reject             ",6500,2016
"730","G Herbo","That's How I Grew Up             ",14200,2016
"731","G Herbo","Strictly 4 My Fans (Intro)             ",39900,2016
"732","G Herbo","Gutta             ",49600,2016
"733","G Herbo","No Depression             ",32800,2016
"734","G Herbo","My Way             ",11700,2016
"735","G Herbo","How Could U Hate Me             ",15300,2016
"736","G Herbo","Shook             ",16200,2016
"737","G Herbo","Everything (Remix) (Ft. Chance the Rapper & Lil Uzi Vert)             ",31700,2016
"738","G Herbo","Crazy             ",37200,2016
"739","G Herbo","Run It Up             ",41000,2016
"740","G Herbo","Pull Up             ",365800,2016
"741","GoldLink","Crew REMIX (Ft. Brent Faiyaz, Gucci Mane & Shy Glizzy)             ",132300,2015
"742","GoldLink","Same Clothes As Yesterday (Ft. Ciscero)             ",15200,2015
"743","GoldLink","Have You Seen That Girl?             ",14100,2015
"744","GoldLink","Hands On Your Knees (Ft. Kokayi)             ",5700,2015
"745","GoldLink","Meditation (Ft. Jazmine Sullivan & KAYTRANADA)             ",40900,2015
"746","GoldLink","Herside Story (Ft. Hare Squead)             ",140100,2015
"747","GoldLink","Summatime (Ft. Radiant Children & Wale)             ",21700,2015
"748","GoldLink","Roll Call (Ft. Mýa)             ",8600,2015
"749","GoldLink","The Parable of the Rich Man (Ft. April George)             ",6500,2015
"750","GoldLink","Crew (Ft. Brent Faiyaz & Shy Glizzy)             ",778900,2015
"751","GoldLink","We Will Never Die (Ft. Lil Dude)             ",9600,2015
"752","GoldLink","Kokamoe Freestyle             ",27000,2015
"753","GoldLink","Some Girl (Ft. Steve Lacy)             ",41900,2015
"754","GoldLink","Pray Everyday (Survivor's Guilt)             ",28700,2015
"755","GoldLink","After You Left             ",14400,2015
"756","GoldLink","Zipporah             ",23400,2015
"757","GoldLink","Dark Skin Women             ",20300,2015
"758","GoldLink","Spectrum             ",100300,2015
"759","GoldLink","Dance On Me             ",48000,2015
"760","GoldLink","Late Night (Ft. Masego)             ",69700,2015
"761","GoldLink","Unique (Ft. Anderson .Paak)             ",21500,2015
"762","GoldLink","Palm Trees             ",56700,2015
"763","GoldLink","Polarized (Ft. Demo Taped)             ",7500,2015
"764","GoldLink","New Black             ",11400,2015
"765","GoldLink","See I Miss             ",17500,2015
"766","GoldLink","And After That, We Didn't Talk Cover Art/Tracklist             ",6400,2015
"767","GoldLink","Ay Ay             ",17400,2015
"768","GoldLink","Planet Paradise             ",14700,2015
"769","GoldLink","Bedtime Story             ",23600,2015
"770","GoldLink","Divine (Ft. Kali Uchis)             ",6000,2015
"771","GoldLink","Fuck Being Polite             ",5300,2015
"772","GoldLink","When I Die             ",24100,2015
"773","GoldLink","Sober Thoughts             ",28400,2015
"774","Isaiah Rashad","Where U At? (Ft. Dave Free)             ",37100,2014
"775","Isaiah Rashad","4r Da Squaw             ",332300,2014
"776","Isaiah Rashad","Free Lunch             ",216800,2014
"777","Isaiah Rashad","Rope // rosegold (Ft. SiR)             ",80000,2014
"778","Isaiah Rashad","Wat's Wrong (Ft. Kendrick Lamar & Zacari)             ",440700,2014
"779","Isaiah Rashad","Park             ",191200,2014
"780","Isaiah Rashad","BDay (Ft. Deacon Blue & Kari Faux)             ",66200,2014
"781","Isaiah Rashad","Silkk Da Shocka (Ft. Syd)             ",157100,2014
"782","Isaiah Rashad","Tity and Dolla (Ft. Hugh Augustine & Jay Rock)             ",163700,2014
